Marca,Modelo,Version,Precio,Combustible,Antiguedad,Kms_desde,Kms_hasta,Potencia,Cambio,Vehiculo,Url_foto,categoria,Caracteristicas,Grupo,Puede_comprarse,Plazas,Estado,Centimetros_cubicos
Fiat,500,Hybrid Dolcevita,325.0,HYBRID,2021-01-01,20000.0,40000.0,70,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/615dade0843dbc008731ed0f/vehicle-images/624ac423f8445bc9beb8805b_2022_04_04_12_10_43.png,CityCar,,2,True,4,OPPORTUNITY,999.0
Citroen,C3,1.2 Puretech Feel,329.0,GAS,2020-01-01,30000.0,50000.0,83,MANUAL,Citroen C3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62600ba4a699ebe154824b6a/vehicle-images/62600bc7aa6f8df6e77c3ec8_2022_04_20_15_33_59.png,Utilitario,,1,True,5,OPPORTUNITY,1200.0
Toyota,C-HR,1.8 125H,449.0,HYBRID,2019-01-01,20000.0,100000.0,122,AUTOMATIC,Toyota C-HR,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d7637448fd7a40028d44430/vehicle-images/62d54f59b0bd39eb4f07c9a1_2022_07_18_14_17_29.png,C-SUV,,1,True,5,OPPORTUNITY,1798.0
Lexus,UX,2.0 250h,625.0,HYBRID,2022-01-01,0.0,0.0,184,AUTOMATIC,Lexus UX,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f6dc6cdeaa82900b344d16e/vehicle-images/624397ef2ed084401c3aaacd_2022_03_30_01_36_15.png,C-SUV,"120 Cv,5 Plazas,Manual,Diesel,Blanco Gris",1,True,5,NEW,2000.0
Peugeot,3008,1.5L BlueHDi S&S GT,459.0,DIESEL,2018-01-01,50000.0,95000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6454fbce37bcf146777dbb10/vehicle-images/6454fca937bcf146777deb70_2023_05_05_14_55_05.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1200.0
Volkswagen,Polo,1.0 TSI Advance,345.0,GAS,2019-01-01,1000.0,40000.0,80,MANUAL,Volkswagen Polo,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e382f916d530300ab832903/vehicle-images/62552a944d02cdb6c4e92ffc_2022_04_12_09_30_28.png,Utilitario,"95 Cv,5 puertas,Acabado Advance",1,True,5,OPPORTUNITY,1000.0
Renault,Arkana,E-Tech HEV equilibre,499.0,HYBRID,2023-01-01,0.0,0.0,145,AUTOMATIC,Renault Arkana,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/628bace7d946050440b3f164/vehicle-images/62dfe2274c4c964d85bd9d56_2022_07_26_14_46_31.png,C-SUV,,1,True,5,NEW,1598.0
Nissan,Micra,IG-T Acenta,345.0,GAS,2019-01-01,20000.0,90000.0,90,MANUAL,Nissan Micra,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0de70c3c97a00a35658f2/vehicle-images/62a74a60593f1e57d070e370_2022_06_13_16_32_00.png,Utilitario,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Renault,Clio,1.0 equilibre TCe,369.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Renault Clio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/633c56a7142c188e52f7de49/vehicle-images/6351649e962a7e090f87ad4f_2022_10_20_17_09_18.png,Utilitario,"85Cv de potencia,Color disponible Blanco,Vehiculo hibrido de Gasolina y Gas",4,True,5,NEW,1000.0
Toyota,Corolla,1.8 125H ActiveTech,429.0,HYBRID,2022-01-01,10000.0,30000.0,122,AUTOMATIC,Toyota Corolla,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f80122516e72300a41f2f46/vehicle-images/632312130399e8e771cd1b3e_2022_09_15_13_52_51.png,Compacto,,1,True,5,OPPORTUNITY,1800.0
Fiat,500,1.2 Lounge 69CV,329.0,GAS,2018-01-01,30000.0,100000.0,69,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a24becfb2bb0008dc6250c/vehicle-images/6246b5e60dc7c5c7de220ea4_2022_04_01_10_20_54.png,CityCar,,1,True,4,OPPORTUNITY,0.0
BMW,Serie 3,318d Touring,599.0,DIESEL,2019-01-01,70000.0,100000.0,150,AUTOMATIC,BMW Serie 3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60338a50c37ea000a54e2127/vehicle-images/627e3bd88d2d684258610d10_2022_05_13_13_07_04.png,SW,"Diesel,150 Cv,5 Plazas,Automatico,Business",1,True,5,OPPORTUNITY,3000.0
Mercedes-Benz,GLC,220d AMG Line 4Matic,799.0,DIESEL,2020-01-01,20000.0,70000.0,194,AUTOMATIC,Mercedes-Benz GLC,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/622891ced4816e1d287e5870/vehicle-images/625528ebc16cdefb235bdd5d_2022_04_12_09_23_23.png,D-SUV,"170 Cv,5 Plazas,Automatico,Diesel,Gris",1,True,5,OPPORTUNITY,1950.0
Mercedes-Benz,Clase B,180d Advantage,579.0,DIESEL,2018-01-01,30000.0,70000.0,116,AUTOMATIC,Mercedes-Benz Clase B,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/626aa2ecf42154ec4ec15cd7/vehicle-images/626ab23f8cbe6986ad6a08d0_2022_04_28_17_26_55.png,Monovolumen,,1,True,5,OPPORTUNITY,1461.0
BMW,X2,xDrive25e,699.0,HYBRID,2021-01-01,10000.0,30000.0,220,AUTOMATIC,BMW X2,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a273c8d988e1008d1dcf68/vehicle-images/62439c262ed084401c3aae3a_2022_03_30_01_54_14.png,C-SUV,,1,True,5,OPPORTUNITY,1499.0
Cupra,Formentor,1.5 TSI,599.0,GAS,2022-01-01,0.0,0.0,150,MANUAL,Cupra Formentor,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64259d9d13f6b57e88b25f3d/vehicle-images/6425a54e6df8378dd3bb8f93_2023_03_30_17_05_50.png,C-SUV,,2,True,5,NEW,1498.0
Ford,Focus,1.5 Ecoblue Trend,395.0,DIESEL,2018-01-01,0.0,0.0,120,MANUAL,Ford Focus,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6463a57ba406d5604229f34f/vehicle-images/64648c51f4fdcf10194fac3d_2023_05_17_10_12_01.png,Compacto,"120 Cv,5 Plazas,Manual,Diesel,Blanco,Seminuevo",1,True,5,OPPORTUNITY,1500.0
Renault,Zoe,Intens R110,569.0,ELECTRIC,2020-01-01,3000.0,5000.0,108,AUTOMATIC,Renault Zoe,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63287ccd29d240715691ca79/vehicle-images/6328805729d240715691dae5_2022_09_19_16_44_39.png,Utilitario,,3,True,5,OPPORTUNITY,0.0
DS,DS3 CROSSBACK,Performance Line,499.0,GAS,2022-01-01,10000.0,20000.0,100,MANUAL,DS DS3 CROSSBACK,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64918f2c86626c181459e605/vehicle-images/64918fb486626c18145a3831_2023_06_20_13_38_28.png,C-SUV,,1,True,5,OPPORTUNITY,1199.0
Volkswagen,Golf,1.0 TSI Ready2Go,429.0,GAS,2018-01-01,20000.0,40000.0,110,MANUAL,Volkswagen Golf,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/602d024cbd6d9500a959954c/vehicle-images/624381d3f083c82b8ec79ad2_2022_03_30_00_01_55.png,Compacto,"115 Cv,5 Plazas,Manual,Diesel,Blanco,Seminuevo",1,True,5,OPPORTUNITY,998.0
Peugeot,208,1.2 Puretech Active,335.0,GAS,2018-01-01,20000.0,50000.0,82,MANUAL,Peugeot 208,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6022938c017e1200aabb9d3c/vehicle-images/626674d19aedd5237f5bfab8_2022_04_25_12_15_45.png,Utilitario,"85Cv de potencia,Color disponible - Blanco",1,True,5,OPPORTUNITY,1200.0
Renault,Captur,Zen TCe GPF MHEV,499.0,HYBRID,2022-01-01,1000.0,20000.0,140,MANUAL,Renault Captur,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/625fb18c60080ee4d325d4b2/vehicle-images/62dfe13e54aecdf8b09510bf_2022_07_26_14_42_38.png,B-SUV,,1,True,5,OPPORTUNITY,0.0
Mercedes-Benz,Clase A,180d,529.0,DIESEL,2019-01-01,10000.0,30000.0,116,AUTOMATIC,Mercedes-Benz Clase A,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/619e6c42e7db7400889a8b17/vehicle-images/62667831f8e46fb19bb6e72d_2022_04_25_12_30_09.png,Compacto,,1,True,5,OPPORTUNITY,1950.0
Mazda,CX5,2.2 Zenith,645.0,DIESEL,2019-01-01,40000.0,60000.0,150,AUTOMATIC,Mazda CX5,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d65013a91895800251c10e7/vehicle-images/63cffc5ddb79d7ea390eedda_2023_01_24_16_42_21.png,C-SUV,,1,True,5,OPPORTUNITY,2200.0
Kia,Stonic,1.0 T-GDi Drive,375.0,GAS,2019-01-01,30000.0,50000.0,100,MANUAL,Kia Stonic,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/608975cfe208bd0085236b3e/vehicle-images/62438e8bdd5d82abf4c70115_2022_03_30_00_56_11.png,B-SUV,,1,True,5,OPPORTUNITY,998.0
Nissan,Juke,DIG-T 6 M/T Acenta,399.0,GAS,2020-01-01,20000.0,70000.0,117,MANUAL,Nissan Juke,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0cd1ca7a77700a48e07fd/vehicle-images/6284d3b5d511ffbbab4a0a35_2022_05_18_13_08_37.png,B-SUV,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Nissan,Qashqai,1.5 dCi N-Connecta,425.0,DIESEL,2018-01-01,30000.0,5000.0,110,MANUAL,Nissan Qashqai,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f3a56b7ae2c8000aa805225/vehicle-images/62501ff0c77d202aeed3ee64_2022_04_08_13_43_44.png,C-SUV,"130 Cv,5 Plazas,Manual,Diesel,Blanco",1,True,5,OPPORTUNITY,1500.0
Kia,Ceed,1.0 T-GDi Business,375.0,GAS,2019-01-01,10000.0,40000.0,120,MANUAL,Kia Ceed,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6267d73d6c6f400430be3968/vehicle-images/627ce964b301d979510974b9_2022_05_12_13_03_00.png,Compacto,,1,True,5,OPPORTUNITY,1000.0
Dacia,Sandero,TCe Essential,349.0,GAS,2022-01-01,1000.0,10000.0,90,MANUAL,Dacia Sandero,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62be93d94ae334146500b332/vehicle-images/62be94694ae334146500b479_2022_07_01_08_30_01.png,Utilitario,,1,True,5,OPPORTUNITY,999.0
Hyundai,Kona,1.6 GDI HEV Klass,439.0,HYBRID,2020-01-01,20000.0,50000.0,141,AUTOMATIC,Hyundai Kona,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e394d3329b0a000a084f566/vehicle-images/632c23222f72e276f79feeb9_2022_09_22_10_56_02.png,B-SUV,,1,True,5,OPPORTUNITY,1600.0
Citroen,C5 Aircross,1.6 PureTech S&S,525.0,GAS,2019-01-01,50000.0,80000.0,180,AUTOMATIC,Citroen C5 Aircross,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63b573facf17c72871fbe682/vehicle-images/63b574af3d985f911a21a42c_2023_01_04_13_44_31.png,C-SUV,,1,True,5,OPPORTUNITY,1598.0
Toyota,Yaris,Hybrid Business Plus,395.0,HYBRID,2022-01-01,1000.0,5000.0,116,AUTOMATIC,Toyota Yaris,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/61c0871cf14e0500881cd075/vehicle-images/624391dd227b6be55eb4462e_2022_03_30_01_10_21.png,Utilitario,,1,True,5,OPPORTUNITY,0.0
Kia,Niro,1.6GDi Hibrido Drive,419.0,HYBRID,2018-01-01,20000.0,100000.0,141,AUTOMATIC,Kia Niro,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fc7625ba8124200a409b371/vehicle-images/6256ee5a843b55d362222ef8_2022_04_13_17_38_02.png,C-SUV,"Diesel,144 Cv,5 Plazas,Automatico,Rojo Blanco",1,True,5,OPPORTUNITY,1580.0
Seat,Leon,1.5 EcoTSI S&S Style,395.0,GAS,2019-01-01,60000.0,90000.0,130,MANUAL,Seat Leon,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e25742c90472300a55606fc/vehicle-images/62c423d60903448ea3c2f819_2022_07_05_13_43_18.png,SW,"115 Cv,5 Plazas,Manual,Diesel,Seminuevo",1,True,5,OPPORTUNITY,1400.0
Audi,A1,30 TFSi,399.0,GAS,2019-01-01,20000.0,50000.0,116,MANUAL,Audi A1,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e68ae05cb14fd00a938e543/vehicle-images/62437cfa594174a2ca6e8b1f_2022_03_29_23_41_14.png,Utilitario,"Gasolina,116 Cv,5 Plazas,Manual,S Line",1,True,5,OPPORTUNITY,1000.0
Renault,Clio,1.5 dCi Business,325.0,DIESEL,2018-01-01,50000.0,90000.0,75,MANUAL,Renault Clio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e2199f1974e2200a47a362a/vehicle-images/6243797ff083c82b8ec78c67_2022_03_29_23_26_23.png,Utilitario,"90 Cv de potencia,Color disponible Blanco,Acabado Business",1,True,5,OPPORTUNITY,1461.0
Peugeot,308,1.2 PureTech S&S,395.0,GAS,2019-01-01,20000.0,80000.0,130,MANUAL,Peugeot 308,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e21888f48f6a400a1ddf4ac/vehicle-images/63e38272821871b37412f44a_2023_02_08_12_07_30.png,Compacto,"Diesel,120 Cv,5 Plazas,Manual,Blanco Gris Negro",1,True,5,OPPORTUNITY,1200.0
Seat,Ateca,1.0 Style Edit Nav,419.0,GAS,2019-01-01,40000.0,70000.0,115,MANUAL,Seat Ateca,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e2194fd66ff1e00a355b8a7/vehicle-images/632975fe4cfd3c80b123bc9e_2022_09_20_10_12_46.png,C-SUV,"Style Plus Nav,115 Cv",1,True,5,OPPORTUNITY,1000.0
BMW,X3,xDrive20d,649.0,DIESEL,2018-01-01,60000.0,90000.0,190,AUTOMATIC,BMW X3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60af7453aebe130099733e87/vehicle-images/629609a07805ca862da4aec6_2022_05_31_14_27_12.png,D-SUV,,1,True,5,OPPORTUNITY,1995.0
Peugeot,3008,Hybrid Allure Pack,525.0,HYBRID,2020-01-01,20000.0,40000.0,225,AUTOMATIC,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/606c88928b3d6800975685f2/vehicle-images/6363b55dbf61894c5c814a9b_2022_11_03_13_34_37.png,C-SUV,"130 Cv,Acabado GT Line",2,True,5,OPPORTUNITY,1600.0
Volkswagen,T-Roc,1.5 TSI Advance DSG,525.0,GAS,2020-01-01,10000.0,80000.0,150,AUTOMATIC,Volkswagen T-Roc,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0dbe98cb08000aadc9529/vehicle-images/625ff26899c0e1eb6291fd1d_2022_04_20_13_45_44.png,B-SUV,,1,True,5,OPPORTUNITY,1489.0
Ford,Fiesta,1.1 Ti-VCT Trend,339.0,GAS,2019-01-01,20000.0,70000.0,85,MANUAL,Ford Fiesta,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6093f90d320cff0086bc58eb/vehicle-images/64830b11cdcd8a26abbebfab_2023_06_09_13_20_49.png,Utilitario,,1,True,5,OPPORTUNITY,1084.0
Mini,Countryman,1.5 Countryman,519.0,GAS,2018-01-01,20000.0,90000.0,136,MANUAL,Mini Countryman,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5ccfef67ddaec80022fe4f66/vehicle-images/6243866d227b6be55eb43833_2022_03_30_00_21_33.png,B-SUV,"Gasolina,136 Cv,Manual,5 Plazas,Verde,Cooper,Nuevo",1,True,5,OPPORTUNITY,1500.0
Fiat,500,Hybrid Dolcevita,325.0,HYBRID,2021-01-01,20000.0,50000.0,70,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/615dade0843dbc008731ed0f/vehicle-images/624ac423f8445bc9beb8805b_2022_04_04_12_10_43.png,CityCar,,2,True,4,OPPORTUNITY,999.0
Audi,A1,30 TFSi,485.0,GAS,2019-01-01,20000.0,70000.0,116,MANUAL,Audi A1,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e68ae05cb14fd00a938e543/vehicle-images/62437cfa594174a2ca6e8b1f_2022_03_29_23_41_14.png,Utilitario,"Gasolina,116 Cv,5 Plazas,Manual,S Line",1,True,5,OPPORTUNITY,1000.0
Volkswagen,T-Roc,1.5 TSI Advance DSG,525.0,GAS,2019-01-01,10000.0,80000.0,150,AUTOMATIC,Volkswagen T-Roc,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0dbe98cb08000aadc9529/vehicle-images/625ff26899c0e1eb6291fd1d_2022_04_20_13_45_44.png,B-SUV,,1,True,5,OPPORTUNITY,1489.0
Opel,Corsa,XEL EDITION,315.0,GAS,2019-01-01,30000.0,60000.0,75,MANUAL,Opel Corsa,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5eeb8d0151595c009e0e0c88/vehicle-images/64073c32d470f97e81f0c32a_2023_03_07_14_29_22.png,Utilitario,,1,True,5,OPPORTUNITY,1199.0
Dacia,Sandero,TCe Essential,349.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Dacia Sandero,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62be93d94ae334146500b332/vehicle-images/62be94694ae334146500b479_2022_07_01_08_30_01.png,Utilitario,,1,True,5,OPPORTUNITY,999.0
Mercedes-Benz,GLC,250 4MATIC,795.0,GAS,2018-01-01,30000.0,100000.0,211,AUTOMATIC,Mercedes-Benz GLC,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/606302b82faf7e00955e1a1f/vehicle-images/6294a2f1dba55985b10a50f9_2022_05_30_12_56_49.png,D-SUV,"170 Cv,5 Plazas,Automatico,Diesel,Gris",1,True,5,OPPORTUNITY,2000.0
Fiat,Panda,Easy,295.0,GAS,2018-01-01,0.0,0.0,69,MANUAL,Fiat Panda,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6491abd0388c37217d225af2/vehicle-images/6492f8dacad2c169e3f85739_2023_06_21_15_19_22.png,CityCar,,1,True,4,OPPORTUNITY,1242.0
Peugeot,208,BlueHDI Active,345.0,DIESEL,2019-01-01,30000.0,90000.0,100,MANUAL,Peugeot 208,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e25a7553eb41200a4a846fe/vehicle-images/626675039aedd5237f5bfc3a_2022_04_25_12_16_35.png,Utilitario,"85Cv de potencia,Color disponible - Blanco",1,True,5,OPPORTUNITY,1499.0
Volkswagen,Polo,1.0 TSI Advance,345.0,GAS,2019-01-01,0.0,0.0,80,MANUAL,Volkswagen Polo,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e382f916d530300ab832903/vehicle-images/62552a944d02cdb6c4e92ffc_2022_04_12_09_30_28.png,Utilitario,"95 Cv,5 puertas,Acabado Advance",1,True,5,OPPORTUNITY,1000.0
Renault,Zoe,Intens R110,569.0,ELECTRIC,2020-01-01,0.0,0.0,108,AUTOMATIC,Renault Zoe,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63287ccd29d240715691ca79/vehicle-images/6328805729d240715691dae5_2022_09_19_16_44_39.png,Utilitario,,3,True,5,OPPORTUNITY,0.0
Toyota,Yaris,Hybrid Business Plus,395.0,HYBRID,2022-01-01,0.0,0.0,116,AUTOMATIC,Toyota Yaris,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/61c0871cf14e0500881cd075/vehicle-images/624391dd227b6be55eb4462e_2022_03_30_01_10_21.png,Utilitario,,1,True,5,OPPORTUNITY,0.0
Toyota,Rav 4,2.5l Feel,545.0,HYBRID,2019-01-01,20000.0,95000.0,218,AUTOMATIC,Toyota Rav 4,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d9c5f80e0182c002568c99c/vehicle-images/630732c8e7f931443dafcfc6_2022_08_25_10_28_56.png,D-SUV,,1,True,5,OPPORTUNITY,2487.0
Renault,Captur,Zen TCe GPF MHEV,499.0,HYBRID,2022-01-01,0.0,0.0,140,MANUAL,Renault Captur,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/625fb18c60080ee4d325d4b2/vehicle-images/62dfe13e54aecdf8b09510bf_2022_07_26_14_42_38.png,B-SUV,,1,True,5,OPPORTUNITY,0.0
Peugeot,3008,GT Line BlueHDi,459.0,DIESEL,2018-01-01,80000.0,95000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60b8ae4d12c0270084627399/vehicle-images/6284d0a86578d0e93b48205b_2022_05_18_12_55_36.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1499.0
Toyota,Rav 4,2.5l Advance,545.0,HYBRID,2019-01-01,30000.0,80000.0,218,AUTOMATIC,Toyota Rav 4,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6408b46f66c6204ac8a91d55/vehicle-images/64930132892a0a511ff8d46b_2023_06_21_15_54_58.png,D-SUV,,2,True,5,OPPORTUNITY,2487.0
