Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Renault Twingo, ","Renault Twingo, ",1.0 SCe Intens,8.399 €,Gasolina,10.2015,53.716 km,70 CV / 52 kW,5,Cambio tipo manual,Azul
"Peugeot 308, ","Peugeot 308, ",1.6 e-HDi Allure,12.599 €,Diésel,02.2015,53.947 km,115 CV / 85 kW,5,Cambio tipo manual,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.6 Turbo Allure,15.999 €,Gasolina,09.2015,54.324 km,165 CV / 121 kW,5,Cambio tipo automático,Blanco
"Fiat 500X, ","Fiat 500X, ",1.6 Live Edizione,13.999 €,Gasolina,05.2017,54.394 km,110 CV / 81 kW,5,Cambio tipo manual,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 e-THP Allure,12.299 €,Gasolina,02.2018,54.567 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Audi Q3, ","Audi Q3, ",2.0 TFSI Design quattro,27.299 €,Gasolina,07.2018,55.436 km,180 CV / 132 kW,5,Doble embrague,Gris
"Renault Megane, ","Renault Megane, ",1.3 TCe GT-Line,18.499 €,Gasolina,11.2019,55.606 km,140 CV / 103 kW,5,Cambio tipo manual,Azul
"Ford Tourneo, ","Ford Tourneo, ",1.0 EcoBoost Sport,15.899 €,Gasolina,09.2019,55.976 km,100 CV / 74 kW,5,Cambio tipo manual,Rojo
"Mazda CX 3, ","Mazda CX 3, ",2.0 Skyactiv-G Zenith,17.899 €,Gasolina,06.2019,56.434 km,121 CV / 89 kW,5,Cambio tipo manual,Rojo
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,13.099 €,Híbrido,10.2016,56.599 km,75 CV / 55 kW,5,Cambio tipo automático,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 e-VTi Style,10.699 €,Gasolina,01.2018,56.865 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 Reference I-Tech 30 Aniversario,8.799 €,Gasolina,08.2015,57.187 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Smart ForTwo, ","Smart ForTwo, ",1.0 Micro Hybrid Drive passion,7.599 €,Gasolina,01.2014,58.948 km,70 CV / 52 kW,2,Semi-automático,Blanco
"Nissan Micra, ","Nissan Micra, ",0.9 Tekna,12.999 €,Gasolina,04.2018,58.985 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Ford C-Max, ","Ford C-Max, ",1.0 EcoBoost Titanium,9.499 €,Gasolina,11.2013,59.164 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"Renault Megane, ","Renault Megane, ",1.3 TCe Zen,16.599 €,Gasolina,03.2019,59.474 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Nissan Juke, ","Nissan Juke, ",1.6 Acenta,11.599 €,Gasolina,08.2014,59.632 km,117 CV / 86 kW,5,Cambio tipo automático,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,8.999 €,Gasolina,11.2014,60.253 km,90 CV / 66 kW,5,Cambio tipo manual,Plata
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",1.4 TSI Edition BlueMotion,20.299 €,Gasolina,12.2017,60.342 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T Visia,12.699 €,Gasolina,12.2019,60.426 km,101 CV / 74 kW,5,Cambio tipo manual,Naranja
"Skoda Octavia, ","Skoda Octavia, ",1.6 TDI Like,15.599 €,Diésel,09.2018,60.466 km,115 CV / 85 kW,5,Cambio tipo manual,Marrón
"Peugeot 208, ","Peugeot 208, ",1.2 e-THP Signature,12.399 €,Gasolina,03.2019,60.680 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 Color Therapy,7.199 €,Gasolina,10.2013,61.268 km,69 CV / 51 kW,3,Cambio tipo manual,Rojo
"Honda Civic, ","Honda Civic, ",1.5 VTEC Sport Plus,22.399 €,Gasolina,02.2018,61.528 km,182 CV / 134 kW,5,Cambio tipo automático,Negro
"Opel Astra GTC, ","Opel Astra GTC, ",1.4 Turbo Sportive,11.199 €,Gasolina,11.2013,61.841 km,140 CV / 103 kW,3,Cambio tipo manual,Negro
"Volkswagen Passat, ","Volkswagen Passat, ",2.0 TDI Advance BlueMotion,17.499 €,Diésel,12.2016,61.900 km,150 CV / 110 kW,4,Cambio tipo manual,Blanco
"Volkswagen Caddy, ","Volkswagen Caddy, ",1.0 TSI Trendline BlueMotion,15.299 €,Gasolina,01.2018,62.301 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Renault Megane, ","Renault Megane, ",1.5 Blue dCi Zen,15.999 €,Diésel,05.2019,62.405 km,116 CV / 85 kW,5,Cambio tipo manual,Azul
"Audi A1, ","Audi A1, ",1.6 TDI Attraction,17.899 €,Diésel,08.2018,62.635 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Kia cee'd, ","Kia cee'd, ",1.0 TGDI Drive,15.199 €,Gasolina,03.2019,62.753 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
"MINI Cabrio, ","MINI Cabrio, ",Cooper S,23.499 €,Gasolina,10.2017,62.802 km,192 CV / 141 kW,2,Cambio tipo automático,Azul
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.6 Blue-HDi Exclusive,9.899 €,Diésel,04.2017,62.815 km,100 CV / 73 kW,4,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.6 TDI Stylance / Style,7.999 €,Diésel,05.2011,62.876 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Honda Civic, ","Honda Civic, ",1.0 VTEC Elegance,17.999 €,Gasolina,08.2017,62.935 km,130 CV / 95 kW,5,Cambio tipo manual,Gris
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,13.099 €,Híbrido,10.2016,56.599 km,75 CV / 55 kW,5,Cambio tipo automático,Rojo
"Peugeot 208, ","Peugeot 208, ",1.2 e-VTi Style,10.699 €,Gasolina,01.2018,56.865 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 Reference I-Tech 30 Aniversario,8.799 €,Gasolina,08.2015,57.187 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Smart ForTwo, ","Smart ForTwo, ",1.0 Micro Hybrid Drive passion,7.599 €,Gasolina,01.2014,58.948 km,70 CV / 52 kW,2,Semi-automático,Blanco
"Nissan Micra, ","Nissan Micra, ",0.9 Tekna,12.999 €,Gasolina,04.2018,58.985 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Ford C-Max, ","Ford C-Max, ",1.0 EcoBoost Titanium,9.499 €,Gasolina,11.2013,59.164 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"Renault Megane, ","Renault Megane, ",1.3 TCe Zen,16.599 €,Gasolina,03.2019,59.474 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Nissan Juke, ","Nissan Juke, ",1.6 Acenta,11.599 €,Gasolina,08.2014,59.632 km,117 CV / 86 kW,5,Cambio tipo automático,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,8.999 €,Gasolina,11.2014,60.253 km,90 CV / 66 kW,5,Cambio tipo manual,Plata
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",1.4 TSI Edition BlueMotion,20.299 €,Gasolina,12.2017,60.342 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T Visia,12.699 €,Gasolina,12.2019,60.426 km,101 CV / 74 kW,5,Cambio tipo manual,Naranja
"Skoda Octavia, ","Skoda Octavia, ",1.6 TDI Like,15.599 €,Diésel,09.2018,60.466 km,115 CV / 85 kW,5,Cambio tipo manual,Marrón
"Peugeot 208, ","Peugeot 208, ",1.2 e-THP Signature,12.399 €,Gasolina,03.2019,60.680 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 Color Therapy,7.199 €,Gasolina,10.2013,61.268 km,69 CV / 51 kW,3,Cambio tipo manual,Rojo
"Honda Civic, ","Honda Civic, ",1.5 VTEC Sport Plus,22.399 €,Gasolina,02.2018,61.528 km,182 CV / 134 kW,5,Cambio tipo automático,Negro
"Opel Astra GTC, ","Opel Astra GTC, ",1.4 Turbo Sportive,11.199 €,Gasolina,11.2013,61.841 km,140 CV / 103 kW,3,Cambio tipo manual,Negro
"Volkswagen Passat, ","Volkswagen Passat, ",2.0 TDI Advance BlueMotion,17.499 €,Diésel,12.2016,61.900 km,150 CV / 110 kW,4,Cambio tipo manual,Blanco
"Volkswagen Caddy, ","Volkswagen Caddy, ",1.0 TSI Trendline BlueMotion,15.299 €,Gasolina,01.2018,62.301 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Renault Megane, ","Renault Megane, ",1.5 Blue dCi Zen,15.999 €,Diésel,05.2019,62.405 km,116 CV / 85 kW,5,Cambio tipo manual,Azul
"Audi A1, ","Audi A1, ",1.6 TDI Attraction,17.899 €,Diésel,08.2018,62.635 km,115 CV / 85 kW,5,Cambio tipo manual,Blanco
"Kia cee'd, ","Kia cee'd, ",1.0 TGDI Drive,15.199 €,Gasolina,03.2019,62.753 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
"MINI Cabrio, ","MINI Cabrio, ",Cooper S,23.499 €,Gasolina,10.2017,62.802 km,192 CV / 141 kW,2,Cambio tipo automático,Azul
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.6 Blue-HDi Exclusive,9.899 €,Diésel,04.2017,62.815 km,100 CV / 73 kW,4,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.6 TDI Stylance / Style,7.999 €,Diésel,05.2011,62.876 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Honda Civic, ","Honda Civic, ",1.0 VTEC Elegance,17.999 €,Gasolina,08.2017,62.935 km,130 CV / 95 kW,5,Cambio tipo manual,Gris
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid 4x2 Feel!,31.199 €,Híbrido,06.2019,62.948 km,218 CV / 160 kW,5,Cambio tipo automático,Blanco
"Ford Fiesta, ","Ford Fiesta, ",1.25 Trend,8.999 €,Gasolina,06.2015,63.218 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Ford Focus, ","Ford Focus, ",1.6 Ti-VCT Trend +,10.599 €,Gasolina,06.2015,64.098 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.6 Blue-HDi Feel,12.499 €,Diésel,06.2017,64.456 km,100 CV / 73 kW,5,Cambio tipo manual,Azul
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Style,12.999 €,Gasolina,06.2018,64.494 km,95 CV / 70 kW,5,Cambio tipo manual,Dorado
"Toyota Yaris, ","Toyota Yaris, ",1.5 Dual VVT-iE Feel,12.399 €,Gasolina,09.2017,64.645 km,110 CV / 82 kW,5,Cambio tipo manual,Rojo
"Peugeot 2008, ","Peugeot 2008, ",1.6 Blue-HDi Allure,11.999 €,Diésel,03.2015,64.718 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.4 HDi Tonic,8.499 €,Diésel,05.2014,64.954 km,68 CV / 50 kW,5,Cambio tipo manual,Blanco
"Toyota Auris, ","Toyota Auris, ",1.8 Hybrid Active,14.399 €,Híbrido,12.2015,65.143 km,100 CV / 73 kW,5,Cambio tipo automático,Blanco
"Audi A5 Sportback, ","Audi A5 Sportback, ",2.0 TFSI,15.999 €,Gasolina,06.2011,65.320 km,210 CV / 155 kW,5,Cambio tipo manual,Azul
"MINI MINI, ","MINI MINI, ",Cooper,13.799 €,Gasolina,09.2015,65.358 km,135 CV / 100 kW,5,Cambio tipo manual,Azul
"Kia Soul, ","Kia Soul, ",1.6 GDI Drive,12.899 €,Gasolina,02.2016,65.591 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Edition,9.799 €,Gasolina,11.2014,65.956 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Dacia Dokker, ","Dacia Dokker, ",1.5 dCi Diesel Ambiance,9.699 €,Diésel,11.2013,66.434 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Kia Sportage, ","Kia Sportage, ",1.6 GDI Drive 2WD,18.899 €,Gasolina,05.2019,67.032 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Skoda Fabia, ","Skoda Fabia, ",1.2 TSI Ambition,12.499 €,Gasolina,09.2016,67.038 km,110 CV / 81 kW,5,Doble embrague,Azul
"Opel Grandland X, ","Opel Grandland X, ",1.2 Excellence,16.599 €,Gasolina,11.2017,67.052 km,130 CV / 96 kW,5,Cambio tipo manual,Rojo
"Fiat 500C, ","Fiat 500C, ",1.2 Pop,8.999 €,Gasolina,05.2013,67.128 km,70 CV / 51 kW,2,Semi-automático,Blanco
"Seat León, ","Seat León, ",2.0 TDI FR,17.999 €,Diésel,06.2017,67.395 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,12.399 €,Gasolina,11.2018,67.829 km,70 CV / 51 kW,3,Semi-automático,Blanco
"Opel Corsa, ","Opel Corsa, ",1.4 Selective,10.799 €,Gasolina,04.2018,68.117 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Feel,11.299 €,Gasolina,07.2017,68.311 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Opel Zafira Tourer, ","Opel Zafira Tourer, ",2.0 CDTI Selection,12.999 €,Diésel,06.2015,68.697 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Nissan Note, ","Nissan Note, ",1.2 Tekna Sport,9.199 €,Gasolina,12.2014,69.243 km,98 CV / 72 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase V, ","Mercedes-Benz Clase V, ",V 220 d lang,30.499 €,Diésel,11.2014,69.359 km,163 CV / 120 kW,4,Semi-automático,Gris
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 e-THP Feel,14.999 €,Gasolina,06.2020,69.487 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"BMW Serie 3, ","BMW Serie 3, ",320d Sport Line,31.999 €,Diésel,05.2019,70.401 km,190 CV / 140 kW,4,Cambio tipo automático,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",1.6 Blue-HDi 20 Jahre Edition,16.999 €,Diésel,04.2018,70.543 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Niro, ","Kia Niro, ",1.6 Concept,16.999 €,Gasolina,02.2017,70.791 km,104 CV / 77 kW,5,Cambio tipo automático,Negro
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",C 220 d BlueTEC AMG Line,27.499 €,Diésel,06.2017,71.256 km,170 CV / 125 kW,4,Cambio tipo automático,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 CRDi Mild-Hybrid Business 2WD,26.499 €,Diésel,02.2020,71.775 km,136 CV / 100 kW,5,Doble embrague,Rojo
"Peugeot Rifter, ","Peugeot Rifter, ",1.2 e-THP Active L2,22.499 €,Gasolina,03.2019,72.288 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.6 TDI Advance,14.499 €,Diésel,10.2018,72.570 km,95 CV / 70 kW,5,Cambio tipo manual,Negro
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 TDI Advance BlueMotion,11.199 €,Diésel,11.2015,72.932 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.6 HDi Selection,7.699 €,Diésel,05.2011,73.630 km,92 CV / 68 kW,5,Cambio tipo manual,Gris
"Lancia Ypsilon, ","Lancia Ypsilon, ",1.2 Gold,7.399 €,Gasolina,03.2016,73.675 km,70 CV / 51 kW,5,Cambio tipo manual,Negro
"Renault Megane, ","Renault Megane, ",1.5 dCi Energy Zen,14.299 €,Diésel,07.2017,73.690 km,110 CV / 81 kW,5,Cambio tipo manual,Plata
"Jeep Compass, ","Jeep Compass, ",1.4 M-Air Limited FWD,21.199 €,Gasolina,10.2019,73.802 km,140 CV / 103 kW,5,Cambio tipo manual,Negro
"Audi A3, ","Audi A3, ",1.6 TDI Ambiente,15.499 €,Diésel,12.2015,74.188 km,110 CV / 81 kW,3,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI Style ITech,8.399 €,Gasolina,03.2014,74.763 km,85 CV / 63 kW,5,Cambio tipo manual,Blanco
"Citroen C4, ","Citroen C4, ",1.6 Blue-HDi Feel Edition,11.499 €,Diésel,03.2016,74.793 km,100 CV / 73 kW,5,Cambio tipo manual,Negro
"Seat Altea, ","Seat Altea, ",1.6 TDI Reference Ecomotive,9.199 €,Diésel,04.2014,74.985 km,105 CV / 77 kW,5,Cambio tipo manual,Blanco
"BMW Z4, ","BMW Z4, ",sDrive 20i,24.599 €,Gasolina,03.2014,75.341 km,185 CV / 135 kW,2,Cambio tipo automático,Negro
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Feel M,19.999 €,Diésel,11.2019,75.705 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Opel Zafira Tourer, ","Opel Zafira Tourer, ",1.4 Turbo Excellence,13.799 €,Gasolina,07.2017,77.074 km,140 CV / 103 kW,5,Cambio tipo automático,Negro
"Hyundai i30, ","Hyundai i30, ",1.4 CRDi Klass,11.499 €,Diésel,07.2016,77.097 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Feel,11.999 €,Gasolina,07.2019,77.097 km,82 CV / 60 kW,5,Cambio tipo manual,Rojo
"Citroen Berlingo, ","Citroen Berlingo, ",1.6 Blue-HDi 20 Aniversario Edition,16.499 €,Diésel,02.2018,77.857 km,99 CV / 73 kW,5,Cambio tipo manual,Blanco
"Peugeot 3008, ","Peugeot 3008, ",1.6 Blue-HDi Style,12.399 €,Diésel,06.2015,78.035 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
"Opel Corsa, ","Opel Corsa, ",1.2 Selective,6.799 €,Gasolina,08.2014,78.096 km,85 CV / 63 kW,3,Cambio tipo manual,Rojo
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 e-THP Feel,14.999 €,Gasolina,06.2020,69.487 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"BMW Serie 3, ","BMW Serie 3, ",320d Sport Line,31.999 €,Diésel,05.2019,70.401 km,190 CV / 140 kW,4,Cambio tipo automático,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",1.6 Blue-HDi 20 Jahre Edition,16.999 €,Diésel,04.2018,70.543 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Kia Niro, ","Kia Niro, ",1.6 Concept,16.999 €,Gasolina,02.2017,70.791 km,104 CV / 77 kW,5,Cambio tipo automático,Negro
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",C 220 d BlueTEC AMG Line,27.499 €,Diésel,06.2017,71.256 km,170 CV / 125 kW,4,Cambio tipo automático,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 CRDi Mild-Hybrid Business 2WD,26.499 €,Diésel,02.2020,71.775 km,136 CV / 100 kW,5,Doble embrague,Rojo
"Peugeot Rifter, ","Peugeot Rifter, ",1.2 e-THP Active L2,22.499 €,Gasolina,03.2019,72.288 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.6 TDI Advance,14.499 €,Diésel,10.2018,72.570 km,95 CV / 70 kW,5,Cambio tipo manual,Negro
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 TDI Advance BlueMotion,11.199 €,Diésel,11.2015,72.932 km,90 CV / 66 kW,5,Cambio tipo manual,Gris
"Citroen C 3, ","Citroen C 3, ",1.6 HDi Selection,7.699 €,Diésel,05.2011,73.630 km,92 CV / 68 kW,5,Cambio tipo manual,Gris
"Lancia Ypsilon, ","Lancia Ypsilon, ",1.2 Gold,7.399 €,Gasolina,03.2016,73.675 km,70 CV / 51 kW,5,Cambio tipo manual,Negro
"Renault Megane, ","Renault Megane, ",1.5 dCi Energy Zen,14.299 €,Diésel,07.2017,73.690 km,110 CV / 81 kW,5,Cambio tipo manual,Plata
"Jeep Compass, ","Jeep Compass, ",1.4 M-Air Limited FWD,21.199 €,Gasolina,10.2019,73.802 km,140 CV / 103 kW,5,Cambio tipo manual,Negro
"Audi A3, ","Audi A3, ",1.6 TDI Ambiente,15.499 €,Diésel,12.2015,74.188 km,110 CV / 81 kW,3,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 TSI Style ITech,8.399 €,Gasolina,03.2014,74.763 km,85 CV / 63 kW,5,Cambio tipo manual,Blanco
"Citroen C4, ","Citroen C4, ",1.6 Blue-HDi Feel Edition,11.499 €,Diésel,03.2016,74.793 km,100 CV / 73 kW,5,Cambio tipo manual,Negro
"Seat Altea, ","Seat Altea, ",1.6 TDI Reference Ecomotive,9.199 €,Diésel,04.2014,74.985 km,105 CV / 77 kW,5,Cambio tipo manual,Blanco
